user_id,salary_income,dividends_income,capital_gains_income,rent_income,franked_credits_income,travel_expenses,interest_on_investment_property_exenses,self_education_expenses,self_education_expenses_1
133211,440784.90000000026,8340.6216190131581,47897.725380510688,133363.96515517871,8397.2005998606437,2226.7931650280188,42493.972740175384,10898.605772044839,753.8512774274019
888140,333227.0,2201.2129181270334,49739.482919222421,114812.08802567345,2123.7005191762528,77.195725938596127,97357.993572211286,8777.4565939953718,2125.7070690087803
467298,299703.9,29659.527768080505,31657.40635799665,17661.44504812884,6089.027101538325,4432.3868761070289,118223.24259283897,6366.7321398369231,2915.1423614572932
116784,245183.39999999997,400.91105571071643,28788.084090907145,44325.771796799578,5129.3429139688169,3661.3056156655257,17603.819997441846,6083.438730754714,2894.3837859343357
144607,221510.3,1483.3829145216896,4113.9480039854407,49806.364108976151,5100.432419864741,688.05508548438547,21320.041482063578,1800.2778206031794,3017.7734283156979
893974,213492.80000000005,6091.6062878629182,41632.612595763792,11844.131683222526,381.44062368694165,2622.5902458032378,76296.6727633118,5320.0525086227171,3171.9674326402974
141410,210843.59999999998,13430.393655243517,37011.6166716866,60626.071541610654,9.8551540956585271,3614.7349694932827,94753.775811869578,4121.5023073493367,666.53487788757434
264869,196169.49999999997,7866.4043980365086,5223.895542431781,51952.353741656436,3032.8167618953671,1194.9025482418679,86781.3203392401,5515.94870096068,623.09654000858347
522795,192496.4,6719.1708294625041,32935.012937539359,38474.674047501212,1662.0192713468728,2862.3775270163242,54086.470027669711,2964.7435566878712,1693.3594292075479
713816,188410.80000000002,3673.6815550422157,8137.3086527141486,55389.711507621105,343.75692306996706,3013.5358297462371,43362.855496513643,190.39959582725291,1916.4372599343424
169792,185577.49999999997,8521.7300257458046,17002.700261113754,34958.919217613664,4371.988232649318,2224.9009293382455,73675.711880906616,1747.819521931852,2244.2165058653368
824112,185462.2,704.07802848528627,11116.754805717492,5590.9328142954855,5191.6073674964982,396.21958182963374,62208.646310854856,3148.6822906088796,2430.8470317353945
577862,178908.00000000003,12780.256331814275,19517.126397111595,21769.21143955757,611.558142303685,2496.9970360015041,15551.700566241669,5266.4525153591539,1864.7085482909945
120080,177989.49999999988,14001.439401134954,1792.8822095366443,62442.50660492816,152.8708536204505,2774.9918391143078,37554.008108844144,4757.0006481266628,164.25864834533286
5618,177178.8,13607.737929284971,34538.196839777884,19775.235357958933,274.08312463246028,374.60924721545985,12371.671193759059,3949.5706690368793,2913.5199188172251
134034,176406.00000000006,1393.5455050953835,20152.999757910784,40171.774486578084,4172.5316518880591,3282.939452593399,52216.593380992017,1982.0402683195282,2318.133904823419
137130,170510.39999999997,14510.033204565389,33299.2558672392,60087.917205590144,423.36836679478,1174.0137284959687,34596.93508177789,809.98348700798886,1180.250190458748
765062,165470.20000000004,9916.710481376298,7910.0807817476234,50658.678094857991,3904.6064892984714,1979.6623420894962,32598.192012602285,446.12378641270715,1231.2027563697759
405838,150102.7,6455.2481165263389,27411.190615746262,8230.21872192601,3729.8319343267863,2320.0053632612285,72748.905980185416,1807.7881240916315,1943.8886065736822
577864,145079.89999999997,3522.3628480927669,19412.971529696217,36031.498417763396,3749.7918043969312,1052.6572391406376,2067.887044342684,4195.9416424585688,2127.87259374299
42605,142918.41,7128.5884255380679,9461.080735619551,438.983839149305,571.49263888602388,1373.5592072565055,36889.320098486824,1817.9759732496693,1240.2201310675837
5645,142607.10000000003,3750.5153821729791,15928.807435939641,26335.720438669032,3270.219311209808,2786.995666652585,36917.6370526626,1542.4138065414159,890.921008130053
84552,141024.45000000004,7139.4483159526853,15901.759809943374,11659.559869089408,2535.4186558349161,589.50302047503487,54265.013022674219,397.21889499824738,685.68849404248749
824119,137447.8,1517.5903154234634,10947.0539581545,44140.641654392522,2526.2376442884542,1476.2601823005307,19468.540990249963,115.78844087148997,2045.6094545747399
162609,136176.71000000002,5577.48353961497,8956.1645192481228,40607.187815197314,682.33016342377346,199.37762642184512,45145.3618615144,2053.8041093907618,841.01920226432139
888137,136161.00000000006,5130.1784104435637,18601.619863891316,22965.854050459442,2407.3617168772662,1060.504042274335,59899.482539616016,2332.9940426590265,1452.3882662731367
329923,126617.77,4198.8119398808949,10976.864707183428,5830.8666304376857,2794.5258409036987,1766.4754410022806,33771.233654711992,1024.6142127238372,573.132130979751
135962,122683.00000000003,9311.2055721575434,9720.81903483296,44822.158522913182,61.711038287918086,731.4779831888668,38865.582215754548,938.76203367932362,2069.9154394357
CARD_DEPOSIT,120775.1,9748.9277955986527,19085.169952012177,9506.4261473130537,2771.9426567360197,2307.017970061132,46031.649455970757,3580.9683928549225,982.27990130225544
964093,120747.60000000002,8437.3583539673327,13052.186904510934,11130.630561696409,1320.1554547673941,1411.1619618411623,74.714698999505316,1250.6532338045424,2201.4402818807739
577860,119822.59999999998,3112.136377659288,22912.809059578743,37390.35810016872,535.71080953938349,1387.4660132335005,8320.67084183045,3550.917573403914,1986.5387877279682
165262,114598.19999999998,2965.130194423687,12408.094640894229,2636.1989886203855,257.99469394423977,54.696517733947033,29160.308100213773,2362.6947044570484,1826.4973409124032
580263,113648.91,7767.3216361466539,5462.2594194333287,30761.078428914276,1096.8710045350515,147.26623499185183,31682.041482852179,1112.7513587185788,1480.4286241330283
81274,113456.4,8524.020721393319,12191.701867357551,24698.031425420082,117.6301951324281,1572.0203278716801,35772.468503228534,3020.2581347768009,557.20980977251145
533571,113404.9,2149.0058131594587,2302.8222216621925,14576.937392196265,2360.5334232948408,105.36413840571095,49104.700190844029,1221.4975745547185,1923.1973365367194
169438,105493.99999999997,10546.092539010811,5168.2441672578434,10465.15784538074,1627.7726105924712,1604.3253802435909,2867.1191598844816,798.14121312285545,438.43699959193077
208064,104156.8,8499.4635557347137,20701.700204699846,29238.109674632706,2547.2568765964256,1081.1958770987274,6948.7495288550472,2427.463286372531,1853.4048889063747
683772,103472.40000000002,60.962243450725765,10311.645885948996,30035.37885040223,353.02527990334272,435.58871734773487,18728.05254166347,1960.3167040711651,1729.6392089308838
577861,102210.69999999995,8490.9185213127239,5020.7240000554812,38162.635623605522,1667.2976046004339,207.92363997024879,27399.018001515564,442.84479452907732,1262.3593095315712
32731,102054.31999999999,2590.1563530728149,18407.875496606353,28807.1058798641,2039.7529833536719,1160.777210861607,44254.840287125553,848.64470433806457,581.02906989587291
48720,101446.70000000001,825.42223038598956,17133.062395214114,37.75908832380879,2669.9537769929329,297.40378458517256,47975.08272708414,1404.1576208459055,1678.1079688457337
175905,99791.099999999977,3875.9684960196096,2433.9853476733642,9858.5168883686511,2043.738111078475,1929.0567292243704,25402.824176205671,1531.1144903972611,1451.8606229621394
169067,97537.800000000017,2944.9181772862144,17923.124071225364,3904.2205038978245,2621.7172706743654,85.773325535901762,44672.2627658117,2353.5452411096253,1912.124452387262
669683,95947.98000000001,6155.8221184646127,5624.2385041160951,6589.5007888096952,1371.9041119990459,188.17891321004723,12930.103799474147,426.22940444925786,1774.47977771364
103700,94551.800000000047,6643.1038598303085,11154.477321622771,37335.170916451134,2636.1752080001656,279.46914510523521,45747.337762023031,2084.2737704202154,391.64305283070792
679121,93555.72,8582.9764846977123,12111.018633356334,10128.11306643908,2311.6467942585768,1314.4995463348528,32671.459011245075,507.0468681412882,31.6186334268802
134681,92677.199999999939,8374.7050111863482,12162.7827950725,5147.2950861115751,1323.2859097659625,1414.7440385451569,25316.968176910508,920.70124953957554,1512.7890631429527
139886,90567.700000000012,4856.017422357826,11630.218399513073,295.26305027667911,1294.4080746300808,219.87853172119515,4126.2812107072905,302.39330459729626,1295.0148889009349
253937,89194.399999999965,8350.2877074075441,8661.21857762809,8726.6559267038829,899.567208382109,950.832503957969,4237.0755280328049,1960.2018594516267,1460.9899474418414
263669,88823.199999999939,671.62449786806815,7166.0758515087236,27733.321995455448,1968.0402550068004,120.31794418706703,5799.4178732177,594.82578068408179,235.27742411107806
533564,88054.599999999991,7208.6029207577822,7750.7533169699373,16110.016008844097,2024.054040953811,571.02177480816351,33065.894892580283,1930.7140305181604,784.16282505267077
773129,87648.680000000008,7332.58713593958,809.95033793085213,23889.77721906413,2512.1585940847144,440.51400781004816,34785.65932106103,1169.627872884739,602.17473130518681
748595,86905.7,5872.7136683966246,2250.5363844707522,29673.647992353228,1216.2243027423299,1650.0092691748623,24047.290832873085,2339.9775869873561,855.905309921223
120384,86559.9,634.19819271406664,7173.7889054533134,24248.524962284442,1703.3844726609766,371.69528508327608,1437.1326441973281,1189.6246781655343,1517.2204277902572
219582,84441.200000000012,2915.2818089486595,15513.464453697161,16077.221290726546,490.53519713736864,468.32882446406376,19695.437624633774,522.2146711201043,367.37824023920376
686853,83418.2,6842.2754181175578,13608.571354103653,28240.0198639976,2242.2578195105657,427.47577843635747,6946.8271776388347,524.23064215422153,88.612305613479691
713834,82228.699999999983,661.603710364857,16363.492469207544,11460.767284109055,2427.0833237259089,1158.6578205673229,3437.4053328946457,1239.3198201725004,707.87903295766444
801873,81761.499999999971,5413.4680306091659,5607.7624637056015,23905.410849853157,1400.356896923083,951.93913557402891,26633.82701662766,1695.4810822493844,1052.2301976969316
675654,79743.9,4970.9189614052684,10276.072257560143,6474.1480751384561,695.94140064394276,207.21950905580636,4841.3056670520546,549.92633959600471,1336.5968695295437
135306,77563.0,4302.7436965766256,17.155078820836735,19490.582554996479,1595.1932912809821,672.54655242880426,7085.9495238023019,1985.7597849631552,177.89490750576309
